name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
I Love It,Icona Pop,Icona Pop,2012-01-01,51,27ilMN1oiW9849fReEYgOj,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,156773,4
Shivers,=,Ed Sheeran,2021-10-29,90,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,85,00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,193507,4
Kiss Me More (feat. SZA),Planet Her,Doja Cat,2021-06-25,83,3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,79,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
I Kissed A Girl,One Of The Boys,Katy Perry,2008,56,25ZttbpeUKDOm3aghD2oBJ,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
Cold Heart - PNAU Remix,The Lockdown Sessions,Elton John,2021-10-22,84,6JIC3hbC28JZKZ8AlAqX8h,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4
Where Are You Now,Where Are You Now,Lost Frequencies,2021-07-30,90,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
Poker Face,The Fame,Lady Gaga,2008-01-01,76,1QV6tiMFM6fSOKOGLMHYYg,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,88,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,80,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
Like I Can,In The Lonely Hour (Deluxe),Sam Smith,2014-01-01,51,0mJBiaODgK0XjOLCN5fItq,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4
Into You,Dangerous Woman,Ariana Grande,2016-05-20,3,2meEiZKWkiN28gITzFwQo5,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4
Glad You Came,Glad You Came,The Wanted,2011-01-01,0,1OXfWI3FQMdsKKC6lkvzSx,0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,4
Who Knew,Greatest Hits...So Far!!!,P!nk,2010-11-12,0,4pSPMXaCjbaV3VSzZQYC7H,0.689,0.737,9,-4.516,1,0.0268,0.00482,0.0,0.0777,0.47,140.0,207893,4
My House,My House,Flo Rida,2015-04-07,75,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
Hot N Cold,One Of The Boys,Katy Perry,2008-06-17,37,2AZXe8nq18mPITmPy5KJwQ,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,86,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
Love Song,Little Voice,Sara Bareilles,2007-07-03,72,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4
Love You Like A Love Song,When the Sun Goes Down (Deluxe Edition),Selena Gomez & The Scene,2011-01-01,0,3veFQzlEOTpcGGIbYPKdYq,0.858,0.677,1,-3.842,0,0.0465,0.0752,0.0,0.0718,0.925,117.005,188067,4
Born This Way,Born This Way (Special Edition),Lady Gaga,2011-01-01,67,6r2BECwMgEoRb5yLfp0Hca,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4
Die Young,Warrior (Deluxe Version),Kesha,2012-11-30,0,6mnjcTmK8TewHfyOp3fC9C,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4
Piranha,Piranha,Cartoon,2022-01-29,60,2cVJq55ISQ7LNkWibZzRSY,0.491,0.82,0,-4.782,0,0.0342,0.0226,0.000131,0.0695,0.413,174.046,187586,4
Ride,Blurryface,Twenty One Pilots,2015-05-15,80,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4
Closer,Closer,The Chainsmokers,2016-07-29,83,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,0,4pLwZjInHj3SimIyN9SnOz,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,226160,4
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,78,06KyNuuMOX1ROXRhj787tj,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
Heart Attack,Demi,Demi Lovato,2013-01-01,78,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4
Leave with Me,Leave with Me,Akif,2021-05-21,44,5NFCgUd9vBbHTgtklydT5W,0.817,0.633,4,-6.234,0,0.0475,0.209,1.24e-05,0.117,0.57,98.033,195918,4
(You Drive Me) Crazy,...Baby One More Time (Digital Deluxe Version),Britney Spears,1999-01-12,63,1DSJNBNhGZCigg9ll5VeZv,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067,4
That's My Girl,7/27 (Deluxe),Fifth Harmony,2016-05-27,68,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,4
I Believe,Happiness Begins,Jonas Brothers,2019-06-07,59,1vYh9x8UmFTLbXiizk9Qc5,0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,217533,4
Believe,Wilder Mind,Mumford & Sons,2015-05-04,0,30o4hMJ6OC9uv954GT6OZU,0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867,4
Shake It Off,1989,Taylor Swift,2014-10-27,0,5WfhXulggG0c6WoVeMPA8N,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200,4
Wake Me Up,Wake Me Up,Avicii,2013-08-06,0,294vBlXfZYspeI29SXZaON,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693,4
New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,78,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
Blinding Lights,Blinding Lights,Jacob Tillberg,2021-08-27,50,365hbjh0wlAIGOfRW5hdZc,0.523,0.748,1,-2.165,1,0.0395,0.226,0.0,0.27,0.329,84.954,187776,4
Attention,Attention,Charlie Puth,2017-04-20,0,4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4
There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,0,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,199440,4
Flames,Flames,David Guetta,2018-03-22,66,33IOhptvC2Qoy2UhjiHXLV,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,4
Complicated,Let Go,Avril Lavigne,2002-08-26,0,2IiNA0s5eQBSjwK4iNeUvW,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
Snow (Hey Oh),Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,78,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4
Tonight,Tonight,Alex Martura,2022-03-18,50,7b9WVKS9dt9OyRFAbGTP8P,0.868,0.7,7,-6.408,0,0.1,0.0933,0.00685,0.0815,0.458,121.988,194754,4
Are You That Somebody?,I Care 4 U,Aaliyah,2002,50,2TNaQWWTeTyig2wsr1BNaL,0.854,0.658,9,-6.932,0,0.17,0.154,0.00914,0.102,0.855,137.949,265667,4
Butterfly Doors,"The Wilshire Tapes, Vol. 2",Avi,2022-02-25,42,3yuCP9JWRb5y0sjA4X5a3T,0.699,0.498,7,-8.352,0,0.0408,0.00913,7.93e-06,0.0802,0.277,89.97,154667,4
Run It!,Chris Brown,Chris Brown,2005-11-29,0,6SPD3JwwRejBhCDiQAQ4he,0.85,0.482,1,-6.684,0,0.102,0.0246,0.0,0.387,0.217,100.957,229867,4
Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,82,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
White Rabbit,Jah-Sol,Jah-Sol,2022-04-08,5,3KWWyJZVndMuPUH025wZLL,0.558,0.647,4,-6.813,0,0.305,0.443,6.64e-05,0.178,0.638,180.022,194625,4
Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,84,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
Feel It Still,Woodstock,Portugal. The Man,2017-06-16,75,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
Brave,The Blessed Unrest,Sara Bareilles,2013-07-16,68,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4
Ghost Boy,Ghost Boy,Jacob Tillberg,2021-01-15,53,6Sjl4KtCBxaJza3BTTXJE6,0.792,0.634,4,-6.566,0,0.0348,0.245,7.11e-06,0.136,0.322,99.989,207612,4
Happy,Despicable Me 2 (Original Motion Picture Soundtrack),Various Artists,2013-06-18,0,6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,233305,4
GROOVEBOX 404,GROOVEBOX 404,Tian,2022-03-11,52,6yMhdnw1QFll8n3KuFmJ1s,0.828,0.818,2,-5.331,1,0.0948,0.0017,0.371,0.203,0.431,125.072,169695,4
Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,67,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4
She Gets,Jah-Sol,Jah-Sol,2022-04-08,36,42RB380ZMlx7l6alkvk48A,0.405,0.453,4,-13.794,0,0.0658,0.221,0.14,0.0726,0.329,133.352,286328,3
The One That Got Away,Teenage Dream,Katy Perry,2010-01-01,69,6hkOqJ5mE093AQf2lbZnsG,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,4
Sucker,Sucker,ari hicks,2022-04-13,49,38RJVU2LTPjW7xiXqCUlDn,0.725,0.589,9,-8.082,0,0.0435,0.114,0.00265,0.132,0.339,105.998,175867,4
Wanna Be More,Wanna Be More,YNG ONE,2022-04-05,44,2O2N11CRqTwKUYb0soTNIX,0.709,0.593,8,-7.938,1,0.0286,0.505,0.0,0.0959,0.547,114.996,150261,4
On Me,On Me,Kofi,2022-04-15,40,2hbHVkOLOKd8t9hDtaDYB7,0.82,0.59,8,-7.661,1,0.153,0.233,1.15e-05,0.0725,0.717,111.972,231720,4
Stay,Stay,Naeleck,2021-09-24,60,08bg5QA5OQ31h73avz0pXP,0.569,0.918,1,-2.509,1,0.0279,0.00241,2.98e-05,0.307,0.541,128.037,171328,4
Liyah (feat. Dyce Payso & DJ Fatfingaz),Liyah (feat. Dyce Payso & DJ Fatfingaz),Richie Valentino,2022-02-28,41,1V0I7N35Hqva6oBoqjUoKQ,0.789,0.801,6,-3.503,1,0.167,0.0874,0.0,0.109,0.424,92.83,232411,4
Everybody Dance Now,Everybody Dance Now,jeonghyeon,2022-04-08,43,3Sm4xtt7il1cfs3X8vN88c,0.65,0.967,5,-4.917,0,0.0836,0.0287,0.000147,0.386,0.264,128.012,157500,4
idc,idc,Lili-Ann De Francesco,2022-02-18,43,5vBHFYWu1KAAHYY5EfMl5u,0.427,0.45,0,-11.085,1,0.074,0.833,0.0,0.113,0.161,86.608,206453,4
Hokey Pokey,Hokey Pokey,D Mitch Da Messiah,2021-05-14,43,2zjNbRfUc3MB8nHiZuO2C4,0.795,0.35,5,-13.644,0,0.414,0.0785,0.0,0.063,0.67,138.542,163840,4
Really Don't Care,Demi,Demi Lovato,2013-01-01,0,0hPuF2Z5fZjnuwYPvIdPC1,0.703,0.733,7,-3.598,1,0.0852,0.111,0.0,0.119,0.82,121.008,201600,4
Evolve,Evolve,The Disco Biscuits,2022-04-08,46,6hAhLp5sHItLXj1Qcp3eWU,0.685,0.865,7,-7.862,0,0.0502,0.163,0.852,0.112,0.258,124.001,358157,4
Girl on Fire,Girl on Fire (Remixes) - EP,Alicia Keys,2012-11-18,75,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4
Marry The Night,Born This Way,Lady Gaga,2011-01-01,51,1k18nxjYj8R5iz82Ap7GEY,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,264520,4
Sabrina,Sabrina,lilbubblegum,2022-03-18,53,6MWAjPXdw19mWpZxFZ1XPW,0.656,0.585,11,-7.708,0,0.182,0.19,0.000152,0.211,0.56,154.055,133929,4
Bye Bye Bye,No Strings Attached,*NSYNC,2000-03-21,69,62bOmKYxYg7dhrC6gH9vFn,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4
It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),Kygo,2017-02-16,74,3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,78,1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4
Applause,ARTPOP,Lady Gaga,2013-01-01,0,2Zj4FUsMtu9PMuJsHbGbdv,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4
Fuck Shit,Fuck Shit,870glizzy,2021-03-18,58,0X0gB0LbLAoNbbWHfRXzq6,0.712,0.528,2,-6.008,1,0.324,0.0103,2.48e-05,0.163,0.563,165.021,122182,5
Quagen,AHEAD OF MY TIME,Bay Swag,2022-02-28,37,0BeTioLGZF2NmHNZKJOzsJ,0.788,0.566,9,-9.045,0,0.303,0.107,0.0,0.0971,0.628,156.087,109776,4
Roar,PRISM (Deluxe),Katy Perry,2013-10-18,72,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4
Love/Hate,Love/Hate,Millyz,2022-04-13,49,7s535w6NXxctKFuA2nMmjc,0.605,0.609,4,-8.063,0,0.295,0.127,0.0,0.155,0.205,117.292,180331,5
The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,67,7xHWNBFm6ObGEQPaUxHuKO,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4
Fuck Love,Fuck Love,Bankrol Hayden,2022-04-08,62,3FcsP46yuD5OhisPkp0jFT,0.84,0.537,7,-6.658,1,0.0426,0.207,1.32e-06,0.0956,0.775,103.983,138213,4
The Only Exception,Brand New Eyes,Paramore,2009-09-28,70,7JIuqL4ZqkpfGKQhYlrirs,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3
Steppin,Steppin,Will Roush,2018-04-24,40,2hXiajsTG6CW9yDHVA7PZW,0.784,0.641,0,-5.387,1,0.108,0.197,0.00022,0.109,0.703,85.023,206823,4
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,1999-01-12,77,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
No Money,The Aviary,Galantis,2017-09-15,67,6M6Tk58pQvABy6ru66dY3d,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293,4
Living in Fertile Experiences,Living in Fertile Experiences,Diggis,2021-11-12,29,4VAiPs6xcsyUkyy9uBl6TC,0.67,0.679,5,-6.762,1,0.259,0.155,0.0,0.271,0.295,93.064,184320,4
TiK ToK,Animal (Expanded Edition),Kesha,2010-01-01,79,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
Demar Derozan Freestyle,Demar Derozan Freestyle,Flight,2022-04-20,41,2rfHoeGgVGZUorRwyBryZU,0.841,0.692,7,-10.048,1,0.398,0.126,0.0,0.172,0.559,89.964,100000,4
Fix You,X&Y,Coldplay,2005-06-07,80,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
Sleepless,Sleepless,Ducey Gold,2022-04-15,40,7eT1Ith3JS1zhciYIS38MW,0.742,0.569,5,-7.853,1,0.114,0.00588,0.0,0.557,0.0612,156.975,149287,4
How to Be a Heartbreaker,How to Be a Heartbreaker,MARINA,2012-09-26,49,0AfYeE3bfJRcq9J2hUJXmM,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4
R.T.T.B,2 Effortless,E the profit,2022-04-22,44,40NuHUtRB6oedbFV1O2Rph,0.881,0.22,7,-19.769,1,0.381,0.00654,0.0,0.137,0.406,148.022,130135,4
I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,75,6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4
Just a Dream,Just a Dream,moss.,2022-04-22,36,4L7NsEM1sDNtwQdox4RYc3,0.789,0.286,5,-10.576,0,0.0517,0.345,0.0,0.255,0.349,115.991,173793,4
Be Your Man Tonight,Be Your Man Tonight,Dilan Jay,2022-04-08,46,2WqpHmTPw3J56lp3JYVSar,0.635,0.574,9,-5.988,0,0.0327,0.0417,0.000346,0.171,0.298,89.98,205220,4
The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,82,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4
what if?,what if?,eli.,2022-04-15,47,7fGu8LQEMFpf2WpbDX4eeV,0.711,0.115,2,-13.883,1,0.0448,0.593,0.0,0.149,0.259,119.842,208500,3
Diamonds,Unapologetic (Edited Version),Rihanna,2012-12-10,0,6tl8Ghkzp7e5xQuwI7AhEH,0.555,0.715,11,-4.821,0,0.0468,0.00192,0.0,0.114,0.402,91.951,225147,4
Lost My Baby,Lost My Baby,Zach Paradis,2022-04-15,35,2rp688WFTGrWdUkxe7Y8O9,0.698,0.776,4,-4.584,0,0.0425,0.00583,0.0,0.216,0.635,123.899,194186,4
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,71,1ExfPZEiahqhLyajhybFeS,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,4
Hold Up,Hold Up,Hai Shawn Martin,2022-03-04,39,3izjreR7la7IQGQKWp8Dkw,0.778,0.511,7,-7.024,1,0.0428,0.482,1.15e-05,0.111,0.238,100.025,202013,4
Broken Love,Broken Love,Mariline,2020-11-13,39,6YVwfOA1i0aLivDlrLaHOC,0.578,0.939,6,-3.676,1,0.0654,0.00421,0.231,0.521,0.216,128.12,136875,4
Gold Digger,Late Registration,Kanye West,2005-01-01,0,5XJJdNPkwmbUwE79gv0NxK,0.646,0.696,1,-5.572,0,0.342,0.0192,0.0,0.0762,0.625,92.88,207401,4
U&I,U&I,Rax,2022-03-25,35,2HZ78xJzSn2omSyUYtyOYd,0.67,0.658,5,-5.744,1,0.238,0.172,0.0,0.0998,0.336,83.985,162933,4
Fountain,Fountain,MackTriller,2022-03-07,33,5TbpEjvsS4pDdrDEOPOi2Q,0.573,0.761,4,-6.315,1,0.148,0.0664,0.0,0.353,0.587,139.95,123608,4
What You Like,What You Like,LouGotCash,2022-04-01,47,55R5ND8blGFjU46ZZ76Kod,0.521,0.487,9,-8.05,1,0.338,0.42,0.0,0.21,0.436,148.165,142759,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,79,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-01-01,0,0fioLzGM8ngbD1w6fMmm45,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,239317,4
Sign of the Times,Harry Styles,Harry Styles,2017-05-12,82,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4
LIFE OF THE PARTY,LIFE OF THE PARTY,Cezur III,2022-04-08,41,5w6Lrtl1RcgPSNVU4HeUoT,0.498,0.599,8,-7.835,0,0.0372,0.0577,5.49e-05,0.138,0.286,78.712,201783,4
Fuck You,"It's Not Me, It's You",Lily Allen,2009-01-26,59,5st5644IlBmKiiRE73UsoZ,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4
TOMBOY,I NEVER DIE,(G)I-DLE,2022-03-14,81,0IGUXY4JbK18bu9oD4mPIm,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,174387,4
Who Dat B,NUNA,Jessi,2020-07-30,52,4MbHDCcaNyKC4714GViAxf,0.738,0.819,7,-2.744,1,0.154,0.0364,0.0,0.171,0.442,139.942,197053,4
O.O,AD MARE,NMIXX,2022-02-22,64,1m2PksrrMpIev63uPxT1V0,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,172936,4
Happy Death Day,Happy Death Day,Xdinary Heroes,2021-12-06,64,3a4VCqofc7Wf7cqfZYu2Ad,0.677,0.841,9,-2.97,0,0.0813,0.0243,0.0,0.16,0.418,130.024,220397,4
WA DA DA,FIRST IMPACT,Kep1er,2022-01-03,70,0hQNbQKW2dDATH1ngj4TI6,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,183693,4
Savage,Savage - The 1st Mini Album,aespa,2021-10-05,76,3dbLT62Cvs46Ju7a8gpr36,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,238144,4
MANIAC,ODDINARY,Stray Kids,2022-03-18,59,7BDHDiidJ8WV349p3HTxTV,0.744,0.8,1,-2.63,1,0.266,0.181,0.0,0.0746,0.722,89.925,182758,4
With you,"Our Blues, Pt. 4 (Original Television Soundtrack)",Jimin,2022-04-24,86,2gzhQaCTeNgxpeB2TPllyY,0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,201905,3
FEVER,BORDER : CARNIVAL,ENHYPEN,2021-04-26,76,0UzymivvUH5s8z4PeWZJaK,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,172107,4
0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,73,1Z8TPHiKeCUyClxV6WTTIf,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973,202204,4
Psycho,‘The ReVe Festival’ Finale,Red Velvet,2019-12-23,74,3CYH422oy1cZNoo0GTG1TK,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,210560,4
Butter,"Butter (Hotter, Sweeter, Cooler)",BTS,2021-06-04,86,1mWdTewIgB3gtBM3TOSFhB,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
I CAN'T STOP ME,Eyes wide open,TWICE,2020-10-26,59,3apeXzypBMnUfYcZYNX6DH,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,205493,4
How You Like That,THE ALBUM,BLACKPINK,2020-10-02,75,4SFknyjLcyTLJFPKD2m96o,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
ZOOM,ZOOM,Jessi,2022-04-13,79,4IaxDf2FixiQXq0mW7key9,0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,174840,4
My Universe,Music Of The Spheres,Coldplay,2021-10-15,83,46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,226198,4
THE BADDEST,THE BADDEST,K/DA,2020-08-27,68,2V4Fx72svQRxrFvNT1eq5f,0.676,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.717,149.981,162600,4
PTT (Paint The Town),[&],LOONA,2021-06-28,68,5awNIWVrh2ISfvPd5IUZNh,0.781,0.814,8,-2.437,1,0.1,0.0735,1.92e-05,0.0565,0.546,124.028,201120,4
Permission to Dance,Permission to Dance,BTS,2021-07-23,82,3XYRV7ZSHqIRDG87DKTtry,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,4
SCIENTIST,Formula of Love: O+T=<3,TWICE,2021-11-12,60,2J0TRU2EDG29qlmxdGa4xa,0.786,0.858,11,-3.74,1,0.0675,0.0487,0.0,0.126,0.649,112.999,194600,4
러시안 룰렛 Russian Roulette,Russian Roulette - The 3rd Mini Album,Red Velvet,2016-09-07,68,5HiSc2ZCGn8L3cH3qSwzBT,0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986,211244,4
PING PONG,1+1=1,HyunA&DAWN,2021-09-09,70,0Z99Xe1lGBmq60RwJ5YU18,0.855,0.87,10,-2.059,0,0.0826,0.0122,0.000675,0.0202,0.863,103.028,158253,4
"Muddy Water (Changbin, Hyunjin, HAN, Felix)",ODDINARY,Stray Kids,2022-03-18,44,64naasHUvHELX6sIP4Ckme,0.76,0.865,1,-4.741,1,0.228,0.286,0.0,0.0801,0.871,90.0,197360,4
