name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
I Was Made For Lovin' You,Dynasty,KISS,1979-03-23,79,07q0QVgO56EorrSGHC48y3,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
I Wanna Be Somebody,W.A.S.P.,W.A.S.P.,1984,0,395uj20WFZvffLXIGFD0u6,0.274,0.859,1,-6.036,0,0.0553,3.71e-05,7.72e-06,0.275,0.529,164.26,223813,4
No More Tears,No More Tears (Expanded Edition),Ozzy Osbourne,1991-09-17,64,7w6PJe5KBPyvuRYxFkPssC,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240,4
"Girls, Girls, Girls","Girls, Girls, Girls",Mötley Crüe,1987,42,5xLyTbCFONUGUuG0LtUxjn,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,270427,4
Blackout - 2015 Remaster,Blackout,Scorpions,1982-03-29,43,288cy2QRIj1CA7s1Ifu0ip,0.186,0.943,9,-2.154,1,0.0874,0.0068,0.0622,0.59,0.603,179.557,230840,4
Jump - 2015 Remaster,1984 (Remastered),Van Halen,1984-01-04,76,7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600,4
The Last In Line,The Last In Line (Deluxe Edition),Dio,1984,53,5fIZDuxfuM4tANRHZ8Btju,0.295,0.833,9,-8.279,0,0.0764,0.014,0.0683,0.0816,0.625,172.756,343173,4
Bark at the Moon,Bark At the Moon,Ozzy Osbourne,1983-12-10,0,2J420Sc7XqgKoEXPKl751p,0.333,0.934,9,-4.187,0,0.106,7.95e-05,0.00239,0.122,0.472,146.369,255293,4
Tornado Of Souls - Remastered 2004,Rust In Peace (Expanded Edition),Megadeth,1990-10-04,62,4E5xVW505akJX0wcKj8Mpd,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,319267,4
You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,78,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,4
Wild Child,The Last Command,W.A.S.P.,1985,0,6xoy7rjhumfn7cbq3mpnUk,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,312573,4
Looks That Kill,Shout At The Devil,Mötley Crüe,1983,33,5uRN4EmPA7BWs5f4xsIl0Z,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,249013,4
Metal Health (Bang Your Head),Metal Health,Quiet Riot,1983,61,28clONjZmul6FjfO6tZQDE,0.494,0.933,2,-5.977,1,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,4
Princess of the Night,Denim and Leather,Saxon,1981-10-05,47,6SUudbR4vTazN9Jb7QWQn5,0.33,0.841,1,-5.303,1,0.0562,0.000292,0.000262,0.061,0.672,106.807,242453,4
Back In Black,Back In Black,AC/DC,1980-07-25,81,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
Long Live Rock N Roll,Long Live Rock N Roll (Deluxe Edition),Rainbow,1978,54,2lRhq1ZfHNiaVNHkTWeXUv,0.345,0.924,7,-7.767,0,0.0553,0.00376,0.0,0.122,0.434,142.378,261733,4
Live Wire,Too Fast For Love,Mötley Crüe,1981,35,06EC9TibZK2mACTZ2usK1h,0.422,0.901,7,-6.655,0,0.0631,9.22e-05,6.78e-06,0.56,0.673,112.445,194587,4
In My Darkest Hour - Remastered,"So Far, So Good...So What! (2004 Remaster)",Megadeth,1988-01-26,57,5LO0sJCkNMZYLYeGOvblLu,0.322,0.978,9,-5.446,1,0.131,8.66e-05,0.266,0.136,0.271,112.878,386600,4
Modern Day Cowboy,Mechanical Resonance,Tesla,1986-01-01,57,5ZIU2kT1wNjQNclQeVCz5O,0.445,0.768,4,-8.836,1,0.0347,0.0127,2.58e-06,0.0925,0.32,112.796,318227,4
Madhouse,Spreading The Disease,Anthrax,1985-10,0,6DRvu6LgU0wRF6Yr7WHRji,0.331,0.79,9,-11.612,0,0.078,0.00279,0.0953,0.334,0.604,163.479,259933,4
South Of Heaven,South Of Heaven,Slayer,1988-01-01,59,3U9gogDStAfWxSm91PJuxb,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,298533,4
Highway to Hell,Highway to Hell,AC/DC,1979-07-27,81,2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4
Wheels of Steel - 2009 Remastered Version,Wheels of Steel (2009 Remastered Version),Saxon,1980,50,4ie42LCUKcp68EnZOMw9PG,0.539,0.783,8,-6.651,1,0.0517,0.00147,0.742,0.151,0.143,131.374,358698,4
Killed by Death,No Remorse (Deluxe Edition),Motörhead,1984-09-15,0,4W2CRPuOl8wN3aR7QmOmQE,0.379,0.953,4,-4.969,0,0.0527,4.92e-05,0.000646,0.303,0.268,134.579,278307,4
Race with the Devil,Demolition,Girlschool,1980-06-30,51,3D8KAebbZgAFdVjTrsNgOI,0.21,0.882,0,-6.942,0,0.111,0.000238,0.671,0.318,0.329,169.758,171960,4
We Rock,The Last In Line,Dio,1984,52,6qxi41lmbH35MT29bqlL4k,0.327,0.873,9,-10.779,0,0.0514,4.99e-06,0.0172,0.247,0.48,153.012,273867,4
Since You Been Gone,Down To Earth (Deluxe Edition),Rainbow,1979,0,4N4guy1faBG6oseDnhjkWy,0.716,0.821,7,-4.204,1,0.0389,0.551,5.68e-06,0.618,0.931,120.737,197867,4
Indians,Among The Living,Anthrax,1987-03,52,1fcyfC1KLSWVCIvALR5AxS,0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,341333,4
Fool for Your Loving - 2011 Remaster,Ready an' Willing (2013 Remaster),Whitesnake,1980-05-31,50,1OwcckpLpQLDrAkBKYLEAX,0.597,0.92,0,-5.933,1,0.0581,0.0368,7.56e-06,0.0837,0.74,122.417,259067,4
Fight Fire With Fire - Remastered,Ride The Lightning (Deluxe / Remastered),Metallica,1984-07-26,0,2tfJfHUDg7w1FuiIoXuDVw,0.283,0.988,0,-7.017,1,0.111,3.75e-05,0.728,0.0712,0.133,90.791,284507,4
T.N.T.,High Voltage,AC/DC,1976-05-14,75,7LRMbd3LEoV5wZJvXT1Lwb,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,214667,4
Overkill,Overkill (Deluxe Edition),Motörhead,1979-03-24,0,1Krtfh550kyhfWPcRp6SnD,0.27,0.886,11,-6.899,1,0.117,7.5e-06,0.0243,0.0899,0.192,119.285,313520,4
Rock Of Ages,Pyromania (Deluxe),Def Leppard,1983-01-20,0,1qBTLEa3lAZ6ieAxc9sEk3,0.709,0.793,11,-7.66,0,0.0437,0.00843,0.0624,0.178,0.616,105.864,247829,4
Princess Of The Dawn,Restless And Wild,Accept,1982,45,3PtaFRuHFIlF6ZcMVE4lF8,0.631,0.495,2,-13.374,1,0.0326,0.00976,0.06,0.174,0.413,128.818,376307,4
Kings of Metal,Kings of Metal,Manowar,1988-11-01,54,28TcG73tbc4iGrGBFjiBnR,0.575,0.881,9,-13.012,1,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,223867,4
Breaking the Chains,Breaking the Chains,Dokken,1983,54,2W7CvGjipq3EmHqNGN7lN9,0.526,0.9,4,-4.76,0,0.0531,0.00914,0.0,0.277,0.458,125.349,231693,4
Black Diamond - Remastered 2016,Best Of (Remastered),Stratovarius,2016-05-20,46,6v3UX3KGvhYwphqipOO84l,0.391,0.991,1,-5.934,0,0.0759,8.82e-05,0.0687,0.0803,0.236,149.863,341000,4
Lay It Down,Invasion of Privacy,Ratt,1985,58,3D5ORNm9spaTcdRx50ksHx,0.442,0.759,10,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560,4
Only the Brave,Tygers of Pan Tang,Tygers Of Pan Tang,2016-10-21,48,5F4PRUrsZQ8zTppxd6OA9a,0.356,0.894,9,-6.825,0,0.0796,2.67e-05,0.00806,0.0602,0.237,153.098,303547,4
Animal (Fuck Like a Beast),W.A.S.P.,W.A.S.P.,1984,0,4HzTfjtuIe4YM01bt3l6Jf,0.211,0.972,10,-3.755,0,0.188,0.00323,7.31e-06,0.573,0.202,143.75,187800,4
Am I Demon,Danzig,Danzig,1988-01-01,0,2Bt7cSAgiPWpM2dOU6VAg1,0.37,0.922,2,-9.098,1,0.058,0.000107,0.00882,0.0974,0.333,134.857,297293,4
Burn in Hell,Stay Hungry,Twisted Sister,1984-05-10,49,1aVChMRP6I3ViAIlnW3WYS,0.357,0.828,4,-12.136,0,0.0482,0.00151,0.000527,0.345,0.624,107.126,283227,4
Fighting the World,Fighting the World,Manowar,1987-01-01,52,2tjb6V24kf6sDUdEFNf3m9,0.649,0.909,6,-6.988,0,0.0729,3.63e-05,0.469,0.0787,0.623,131.919,230560,4
Beyond the Realms of Death,Stained Class,Judas Priest,1978-10-27,53,3Rtv6zRNKpeSygXoaF9kCm,0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,409800,4
Angel Witch,Angel Witch (30th Anniversary Edition),Angel Witch,1980-03-12,47,4G3Nnoae2XF1cdbdgATKKq,0.238,0.759,0,-12.476,1,0.0624,0.000407,0.002,0.608,0.732,193.044,203933,4
Fast As A Shark,Restless And Wild,Accept,1982,43,1zFarlqzxsE9I3QiwrdwJN,0.434,0.92,2,-14.802,1,0.0919,5.4e-05,0.397,0.379,0.175,139.803,229867,4
Wasted,On Through The Night,Def Leppard,1980-03-14,45,4JrvsfwMdWJyEbV0DDZTtd,0.247,0.963,4,-6.539,0,0.103,0.00249,0.0241,0.0589,0.572,176.364,225227,4
Länge Leve Vi,Länge Leve Vi,23,2022-01-27,65,6Pqrm55DFjQZQi8jC2yBVa,0.765,0.401,7,-11.404,0,0.064,0.17,7.37e-05,0.174,0.528,95.005,161684,4
Mina områden,Ånger & Kamp,Kartellen,2012-01-01,59,1TFlvQ12TtF9nHmvXCaLpx,0.496,0.669,6,-7.184,1,0.201,0.0519,0.0,0.057,0.595,85.011,276333,4
CCTV,Sin City,C.Gambino,2022-01-07,51,5aIJcQLmICOE8yJNcekQUx,0.889,0.479,11,-9.397,0,0.116,0.105,0.0367,0.163,0.563,110.023,144000,4
Gamora,Barn av vår tid,Hov1,2021-10-01,62,2Gd0oV24QsH0zb9nKFx7s5,0.648,0.733,10,-5.359,0,0.155,0.103,0.0,0.0652,0.836,174.849,165253,4
HipHop,Första Klass,Einár,2019-06-07,49,1cYuDwSoUfeS90ie7kV7c5,0.715,0.482,6,-11.646,1,0.247,0.579,0.000299,0.108,0.548,74.876,155200,4
Har Du Vatt Här,LUCKY 20,GULEED,2020-10-30,56,02xJj4Cv22TV60L0T3atsO,0.827,0.596,2,-11.001,1,0.0697,0.16,0.013,0.123,0.321,120.009,200000,4
Motorola,AREA 36,A36,2021-11-12,54,3uxDq5iITcm46eclwAYR7g,0.882,0.667,1,-8.158,0,0.0525,0.0531,1.32e-06,0.124,0.665,126.024,164253,4
Sista spåret,Sista spåret,Yasin,2022-03-25,59,4hBiR8IVXYPPybc6OR4lN5,0.691,0.697,4,-7.947,1,0.257,0.595,0.000918,0.334,0.888,94.055,217104,4
Inkassera (feat. C.Gambino & 23),Inkassera (feat. C.Gambino & 23),Robin Kadir,2022-04-01,65,4JShHeXN09OK3021PagQGO,0.727,0.596,2,-4.923,1,0.112,0.0804,0.184,0.258,0.488,109.909,126870,4
Martin & Gina,THE GOAT,Polo G,2020-05-15,80,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4
No Cap,No Cap,Adel,2019-11-28,54,3G69nPByVZKPtgsesLKbx4,0.796,0.564,8,-9.776,0,0.148,0.306,0.0,0.096,0.849,99.997,170400,4
FÖRSENT,1 ÅR,1.Cuz,2019-11-29,61,6mDcLPGVCmdhMN4gBzNb7s,0.937,0.707,10,-5.153,0,0.146,0.18,0.000376,0.186,0.766,100.031,182400,4
Färger,Tusen Flows,Asme,2021-04-30,60,6iuEK9IFiwlbchU6Fg35x4,0.843,0.538,10,-7.247,0,0.0534,0.483,0.0,0.127,0.921,119.109,140480,4
Ensam Hemma,Ensam Hemma,KD,2021-12-24,52,3Ye6TD1cgMG9oAEp5YTtiD,0.599,0.574,5,-9.37,0,0.374,0.369,0.0,0.0701,0.686,127.254,158516,5
Trakten min,Allstars,Yasin,2016-06-03,56,2HuMRW4PILLHwRb21oUhdO,0.683,0.703,5,-5.278,1,0.419,0.0908,0.0,0.511,0.344,90.029,141367,4
Trapper Of The Year (Intro) - Bonus Track,08 ZOO,23,2021-11-26,56,5cKilVQ9iZamOzodVcYQZ2,0.725,0.453,6,-11.291,0,0.316,0.00582,0.0135,0.0827,0.461,121.913,110164,4
Dirty Kalle,Dirty Kalle,VC Barre,2021-11-26,56,2kGlp16MjSJRPbFShyTjXb,0.89,0.6,2,-9.609,0,0.326,0.105,0.0,0.117,0.464,94.915,146526,4
The Real Slim Shady,The Marshall Mathers LP,Eminem,2000-05-23,85,3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
Konst från Betong,Konst från Betong,ADAAM,2019-06-14,48,0XQOCL9JUixeCAouhu0JXV,0.545,0.738,1,-8.036,1,0.284,0.066,0.0,0.0888,0.53,83.523,190753,4
MANO,MANO,Jireel,2022-01-21,70,4erg578HXlAcoJRaeI03Jh,0.753,0.7,4,-5.297,0,0.0513,0.0347,0.0,0.282,0.54,127.895,168798,4
KINGSTON,KINGSTON,HAVAL,2021-08-06,54,37IQEsFfN0vShGeJ6QhZy6,0.722,0.796,6,-4.939,1,0.0537,0.37,1.32e-06,0.0635,0.927,87.0,146245,4
Amo,Amo,Dani M,2022-03-25,60,422lbxDt4LGd8EvqwNLLq9,0.734,0.643,9,-7.075,0,0.29,0.251,0.0,0.264,0.428,103.044,188776,4
F Mitt X,Första Klass,Einár,2019-06-07,50,22WFBBx0Lfa6TEDgbstwnP,0.899,0.534,3,-8.823,0,0.121,0.59,0.000526,0.11,0.387,90.032,170667,4
In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,80,7iL6o9tox1zgHpKUfh9vuC,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
All Girls Are The Same,Goodbye & Good Riddance,Juice WRLD,2018-12-10,81,4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
Grabbarna,Sista 12,Aden x Asme,2021-10-15,50,2s6Eih8He9Qs1pg4zZtBiD,0.841,0.621,7,-7.775,1,0.15,0.173,1.67e-06,0.224,0.583,108.085,155853,4
BILZERIAN,BILZERIAN,Owen,2021-03-05,54,2dTCGgZ3e6kzPpYXcn0PWM,0.747,0.575,1,-9.687,0,0.126,0.417,0.0,0.107,0.637,139.971,138857,4
"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go to High School (Music from and Inspired by the Movie),Snoop Dogg,2011-12-12,67,6YbhspuOar1D9WSSnfe7ds,0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,207347,4
BLOCK,AREA 36,A36,2021-11-12,59,05yJ4zGSH2HP9cSVE4pfOW,0.918,0.514,9,-7.282,0,0.185,0.321,3.19e-06,0.106,0.49,112.983,140893,4
RAPSTAR,Hall of Fame,Polo G,2021-06-11,76,18vXApRmJSgQ6wG2ll9AOg,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,4
Vvvalsta,Vvvalsta,VC Barre,2021-07-26,58,2muh7P8rylTiI0IJIn2d3z,0.926,0.681,11,-7.734,0,0.222,0.0402,8.47e-05,0.345,0.812,135.944,157571,4
XO,XO,Yasin,2019-12-16,51,0JyOOPqNSdhIC7VrxrRNGt,0.718,0.527,8,-10.187,1,0.436,0.371,0.0,0.14,0.297,92.276,172174,4
Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,78,7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
FAST HÄR I TRAKTEN,FAST HÄR I TRAKTEN,Einár,2021-10-15,56,3ex4xZq0oxBYBptnPLV9cy,0.835,0.889,7,-3.462,0,0.312,0.456,0.0,0.117,0.793,140.122,168214,4
Mockingbird,Encore (Deluxe Version),Eminem,2004-11-12,76,561jH07mF1jHuk7KlaeF0s,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4
BANDOL,BANDOL,HAVAL,2022-03-25,63,5q4MzJdq5teCsJ4xE6jviK,0.608,0.737,0,-6.235,1,0.244,0.497,0.0,0.166,0.721,98.105,167143,4
G-CODE,G-CODE,Greekazo,2022-03-17,58,7GLqG1b18ebqXmCl7EUNt3,0.68,0.602,1,-7.214,1,0.362,0.0247,0.0,0.0874,0.785,132.896,148800,5
Dripping (feat. Naod),12 TILL 12,Aden x Asme,2019-06-13,50,2eU1lbDEVhIuzmKInhRabW,0.669,0.675,8,-9.305,1,0.521,0.5,0.0,0.137,0.85,97.982,205587,4
Bara om jag känner för det,Bara om jag känner för det,Yasin,2017-09-01,51,6O4LH1iTTZSeVujl8TzydH,0.65,0.777,11,-4.915,1,0.0996,0.0631,0.0,0.406,0.639,129.776,192693,4
Dansa,MUSIK ELLER METALL,Owen,2022-02-25,55,2CcXJMWC3qlrSfgMJJrDTM,0.705,0.592,7,-10.654,0,0.111,0.52,0.00066,0.569,0.728,136.291,151765,4
FLYT,10 STEG FÖRE,Z.E,2020-02-20,50,2y8AsD76fBMipxfs2cxdXV,0.843,0.532,9,-9.023,0,0.335,0.403,1.75e-05,0.129,0.524,103.032,139806,4
La Vida,La Vida,ADAAM,2019-10-31,53,2Ch0tZqLGNr0qngAib5ddp,0.787,0.722,4,-7.882,0,0.151,0.264,2.42e-05,0.099,0.72,79.967,171000,4
Alé Alé,Alé Alé,A36,2020-11-06,52,1WpKjUN6pfhQqAlnarvKgq,0.857,0.408,6,-9.382,1,0.148,0.17,1.96e-06,0.192,0.692,118.026,147500,4
In My Head,In My Head,Lil Tjay,2022-04-01,86,1HvTxgCj0mTzQlEo0zLvFb,0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049,135264,4
Första Klass,Första Klass,Einár,2019-06-07,59,74TEgDsFaq0zMttq1dVuYK,0.799,0.663,8,-4.956,0,0.171,0.389,0.0,0.105,0.425,95.053,151579,4
Regler (Båset),Regler (Båset),C.Gambino,2022-03-11,64,5RUDslCh5maxKZ7a7QyCTk,0.603,0.523,5,-9.707,0,0.269,0.354,0.113,0.178,0.684,178.939,156405,4
MALI,MALI,Robbz x Brookz,2021-11-12,50,0zl5Se9SqRZnKANVB4wpvy,0.652,0.454,6,-10.494,0,0.354,0.317,0.0,0.056,0.675,94.817,154105,4
Empire State Of Mind,The Blueprint 3,JAY-Z,2009-09-08,81,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,276920,4
ABTI,MYROR I BRALLAN,ADAAM,2022-02-04,55,6pBgu7pLn3yq2fA6eZCoSk,0.834,0.814,5,-6.517,0,0.0991,0.564,0.0,0.0831,0.913,129.935,166000,4
Nr 1,NUMMER 1,Einár,2019-09-05,51,0pHeYnigEgjN0vbQhUwXqd,0.826,0.558,11,-6.164,1,0.192,0.294,0.0,0.0612,0.621,160.025,148312,4
As It Was,As It Was,Harry Styles,2022-03-31,100,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Beautiful People (feat. Khalid),No.6 Collaborations Project,Ed Sheeran,2019-07-12,72,70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4
abcdefu,abcdefu,GAYLE,2021-08-13,92,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009-11-05,80,0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,80,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
good 4 u,SOUR,Olivia Rodrigo,2021-05-21,90,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4
Bam Bam (feat. Ed Sheeran),Familia,Camila Cabello,2022-04-07,80,2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
When We Were Young,25,Adele,2015-11-20,76,6O5TrlFWTYvznd9fMC0VvU,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4
Stay - Album Version (Edited),Unapologetic (Edited Version),Rihanna,2012-01-01,66,789CxjEOtO76BVD1A9yJQH,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4
Yellow,Parachutes,Coldplay,2000-07-10,86,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,85,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
Take Me To Church,Hozier,Hozier,2014-07-20,80,3dYD57lRAUcMHufyqn9GcI,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
Classic,MKTO,MKTO,2012,81,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4
Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,77,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
What Makes You Beautiful,Up All Night,One Direction,2012-05-25,82,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4
Hey Brother,True,Avicii,2013-01-01,76,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4
"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,79,60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,84,0MMyJUC3WNnFS1lit5pTjk,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,173160,4
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,81,4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
Easy On Me,30,Adele,2021-11-19,84,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
Maps,V,Maroon 5,2014-09-02,81,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,2022-04-22,74,1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677,4
Wake Me Up,True,Avicii,2013-01-01,83,0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,2009-01-01,78,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
Grenade,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,77,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhé,2020-01-10,91,58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3
Night Changes,FOUR (Deluxe),One Direction,2014-11-17,82,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,84,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-12-01,81,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4
Baby,My World 2.0,Justin Bieber,2010-01-01,80,6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,214240,4
Need to Know,Planet Her,Doja Cat,2021-06-25,87,3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,210560,4
Golden,Fine Line,Harry Styles,2019-12-13,83,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
S&M,Loud (Japan Version),Rihanna,2010-01-01,76,7ySUcLPVX7KudhnmNcgY2D,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,243600,4
Moth To A Flame (with The Weeknd),Paradise Again,Swedish House Mafia,2022-04-15,78,0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,234000,4
Drive By,California 37,Train,2012-04-17,76,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4
Can't Hold Us (feat. Ray Dalton),The Heist,Macklemore,2012-10-09,74,22skzmqfdWrjJylampe0kt,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,258432,4
Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,80,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
When You're Gone,When You're Gone,Shawn Mendes,2022-03-31,86,0U1W2LZVUX7qTm7dDpqxh6,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4
