name,album,artist,release_date,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Walk Of Life,Brothers In Arms (Remastered),Dire Straits,1985-05-13,0,4tyl9OMKMG8F2L0RUYQMH3,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960,4
Every Little Thing She Does Is Magic,Ghost In The Machine (Remastered 2003),The Police,1981-10-02,72,44aTAUBF0g6sMkMNE8I5kd,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573,4
Manic Monday,Different Light,The Bangles,1985-07-17,50,798fUF6UnRn27xiVuKyJCi,0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,184173,4
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,76,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4
"Footloose - From ""Footloose"" Soundtrack",Footloose (15th Anniversary Collectors' Edition),Various Artists,1984,69,2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4
Hungry Heart,The River,Bruce Springsteen,1980-10-17,67,1KsI8NEeAna8ZIdojI3FiT,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,199453,4
I Knew You Were Waiting (For Me),Aretha,Aretha Franklin,1986,0,0f6pHbsLzpWxl5CfhOUjBA,0.71,0.639,4,-12.839,1,0.045,0.23,0.0,0.172,0.733,107.947,241000,4
Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,76,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,197707,4
Stuck With You,Fore!,Huey Lewis & The News,1986-01-01,63,2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,269573,4
The Look,Look Sharp! (2009 Version),Roxette,1988-10-19,0,0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,4
All Night Long (All Night) - Single Version,Back To Front,Lionel Richie,1992-01-01,64,4czNORk5MjW5WOn98bki32,0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,258667,4
I Guess That's Why They Call It The Blues,Too Low For Zero,Elton John,1983-05-30,68,23l1kVpqMVREiwU1YAlcr4,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,285333,3
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",LOVE,Various Artists,2009-02-09,57,1UvTPXlImVd4jcucK4qJwb,0.7,0.781,6,-8.255,0,0.0507,0.0869,0.00342,0.059,0.385,108.694,289067,4
Always on My Mind,Discography - Complete Singles Collection,Pet Shop Boys,1998-03-31,68,07ABETRdek3ACMpRPvQuaT,0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,234907,4
If I Could Turn Back Time,Heart Of Stone,Cher,1989-01-01,69,6mYrhCAGWzTdF8QnKuchXM,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,239827,4
You Can Call Me Al,Graceland (25th Anniversary Deluxe Edition),Paul Simon,1986-08-12,73,0qxYx4F3vm1AOnfux6dDxP,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,280000,4
I'm Still Standing,Rocket Man (Deluxe Edition),Elton John,2007-03-26,0,0lzpfrTARexLFXEACKSXTh,0.489,0.927,10,-6.298,0,0.17,0.455,0.00165,0.305,0.79,177.354,181787,4
Easy Lover,Chinese Wall,Philip Bailey,1985-03-20,66,7INi4pMPG4IE0Smx5y4KVf,0.749,0.699,1,-13.108,1,0.0371,0.0674,0.00192,0.0763,0.935,128.904,304507,4
St. Elmos Fire (Man in Motion),St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,Various Artists,1985-01-01,65,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,251800,4
Jump (Original Mix),Break Out (1983 Version - Expanded Edition),The Pointer Sisters,1983-04-01,62,1kIu9zpYtWjgrLlsactlna,0.846,0.826,10,-7.909,0,0.098,0.0867,0.0,0.12,0.813,134.454,262560,4
Rosanna,Toto IV,TOTO,1982-04-08,70,37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,4
Wake Me Up Before You Go-Go,Make It Big,Wham!,1984-10-23,0,5XsMz0YfEaHZE0MTb1aujs,0.618,0.764,0,-6.027,1,0.0562,0.186,0.0,0.12,0.876,81.366,230693,4
Valerie,Talking Back To The Night,Steve Winwood,1982-01-01,0,3nQuDlaVZApyrG6tdsETe0,0.722,0.518,9,-10.78,1,0.0296,0.593,0.00453,0.0854,0.753,116.289,246667,4
The Boys Of Summer,Building The Perfect Beast,Don Henley,1984-01-01,74,4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,4
We Built This City,Knee Deep In The Hoopla,Starship,1985,0,7aHRctaQ7vjxVTVmY8OhAA,0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,296080,4
"Get Outta My Dreams, Get Into My Car",The Very Best of Billy Ocean,Billy Ocean,2010-04-26,60,2D4D3hiOf5U0W6SvJoCQph,0.666,0.91,4,-6.457,1,0.0399,0.0874,8.41e-06,0.336,0.919,117.14,284373,4
Heaven Is a Place On Earth,Greatest Vol.1 - Belinda Carlisle,Belinda Carlisle,1987,67,37Q5anxoGWYdRsyeXkkNoI,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,4
She Drives Me Crazy,The Platinum Collection,Fine Young Cannibals,2006-03-20,0,0Zt9fqRK58Y0onY1VwaKp7,0.796,0.693,2,-6.02,1,0.0413,0.164,1.77e-05,0.0408,0.954,108.8,218907,4
Like a Prayer,Like a Prayer,Madonna,1989-03-21,64,2v7ywbUzCgcVohHaKUcacV,0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,340867,4
Against All Odds (Take a Look at Me Now) - 2016 Remaster,The Singles (Expanded),Phil Collins,2016-10-14,73,63CHa6rmamv9OsehkRD8oz,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,206360,4
The Way It Is,The Way It Is,Bruce Hornsby,1986-06-02,69,6V50MyHPGhEmwYu0Wdyf0t,0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,4
Addicted To Love,Riptide,Robert Palmer,1985-01-01,68,5izGeTxueiFX1UPFGohY9w,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,363640,4
You're the Voice,Collections,John Farnham,2008-09-19,61,5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,302107,4
The Living Years,Living Years,Mike & The Mechanics,1988-10-28,64,4YBIuDWPsVy9pXLCUBORZN,0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,332333,4
Nikita,Ice On Fire,Elton John,1985-11-07,66,3G0ENKW9vzV0SuYKaWFflI,0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,343240,4
We Don't Need Another Hero (Thunderdome),Private Dancer (30th Anniversary Issue),Tina Turner,1984-05-29,57,50XXRUFNjs85P0MjCZ1c9X,0.69,0.674,8,-5.866,0,0.047,0.2,0.00648,0.115,0.714,98.85,255187,4
Don't You Want Me,Dare!,The Human League,1981,73,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Above The Clouds - The Collection (Deluxe),Glenn Frey,2018-04-27,65,0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800,4
Everywhere,Tango In The Night,Fleetwood Mac,1987-04-13,0,6i8ecOsx4J2Px1maiqzqoG,0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,4
Don't Get Me Wrong - 2007 Remaster,Get Close (Expanded & Remastered),Pretenders,1986-11-04,62,6Wiamk8BAAP50gAAJopsy2,0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.114,0.849,203.617,227463,4
Papa Don't Preach,True Blue (Reissue),Madonna,1986-06-30,65,6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4
Need You Tonight,Kick (Remastered 2011),INXS,1987,69,3h04eZTnmFLRMjZajbrp2R,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107,4
Don't Leave Me This Way (with Sarah Jane Morris),Communards,The Communards,1986-01-01,66,0ire4j2mcGovF5JA1D2cTp,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,4
Pride (In The Name Of Love) - Remastered 2009,The Unforgettable Fire (Deluxe Edition Remastered),U2,1984-10-01,66,65E62rOSbm7SZbAMYjNTJq,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,4
I Can Dream About You,Streets Of Fire,Various Artists,1984-01-01,0,2TSVJz7sJIUInkzWVJIsCf,0.747,0.533,9,-12.165,1,0.0554,0.1,0.0,0.0344,0.875,112.987,247800,4
Gloria,Branigan,Laura Branigan,1982-03-10,63,1mskmld5ZKEhRaNvYVPoqZ,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,289853,4
Girls Just Want to Have Fun,The Best Of The 80's,Various Artists,2007-12-10,61,7sMGwiS4vOMcz86ZY3vKYM,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,228120,4
Africa,Toto IV,TOTO,1982-04-08,81,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
Purple Rain,Purple Rain,Prince,1984-06-19,0,4m2GdLuOhDt6rFbgOFMHIL,0.383,0.57,10,-7.019,1,0.0318,0.0416,0.00683,0.746,0.183,114.147,522307,4
"When the Going Gets Tough, The Tough Get Going",The Very Best of Billy Ocean,Billy Ocean,2010-04-26,62,5UU5FbITNm5OunvHQdsKME,0.755,0.763,4,-6.318,1,0.0473,0.405,0.0,0.318,0.932,122.045,248000,4
Glory Days,Born In The U.S.A.,Bruce Springsteen,1984-06-04,69,2Y90nL1ohB4sgYELDs7uNx,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,4
I'm Gonna Be (500 Miles),Finest,The Proclaimers,2003-09-01,70,66S14BkJDxgkYxLl5DCqOz,0.851,0.551,4,-5.177,1,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,4
9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1980,75,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4
Run To You,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,67,2RWFncSWZEhSRRifqiDNVV,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270,4
Bette Davis Eyes,Mistaken Identity,Kim Carnes,1981-01-01,73,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,228000,4
You Got It,Mystery Girl,Roy Orbison,1989,67,6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,210267,4
Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered),The Rolling Stones,1981-08-24,74,7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
With Or Without You - Remastered,The Joshua Tree (Super Deluxe),U2,1987-03-03,78,6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4
Black Velvet,Alannah Myles,Alannah Myles,1989-03-14,70,1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440,4
Higher Love - Single Version,'80s Pop #1's,Various Artists,2007-01-01,57,17Ng10tIgnYmAitl0SgT3R,0.696,0.89,5,-6.819,1,0.0441,0.055,0.0596,0.5,0.922,98.742,252227,4
Holiday,Madonna,Madonna,1983-07-27,57,7arHM2KZ0KzIZXFVDRGClI,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,4
Don't Dream It's Over,Crowded House (Deluxe),Crowded House,1986-08-01,65,56GbZVwxMdf1DENCluYS8A,0.451,0.752,8,-6.993,1,0.0412,0.00939,0.000202,0.0844,0.358,81.917,238173,4
The Winner Takes It All,Super Trouper,ABBA,1980,71,3oEkrIfXfSh9zGnE7eBzSV,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720,4
Love Shack,Cosmic Thing,The B-52's,1989-06-23,69,4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,4
Love Changes (Everything),Everything,Climie Fisher,1988-03-14,64,1y748kOQshZECWk5MddfOv,0.624,0.868,5,-5.867,1,0.0269,0.305,1.38e-05,0.186,0.806,111.143,268187,4
A Kind Of Magic - Remastered 2011,A Kind Of Magic (2011 Remaster),Queen,1986-06-02,67,5RYLa5P4qweEAKq5U1gdcK,0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,264253,4
Just Can't Get Enough,Speak And Spell (Deluxe),Depeche Mode,1981-11-02,69,0qi4b1l0eT3jpzeNHeFXDT,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,220893,4
Little Lies - 2017 Remaster,Tango In the Night (Deluxe Edition),Fleetwood Mac,1987-04-13,69,4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053,4
Alone,Bad Animals,Heart,1987-06-06,72,54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4
Where The Streets Have No Name - Remastered,The Joshua Tree (Super Deluxe),U2,1987-03-03,66,4qgZs0RNjdzKAS22lP0QjY,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4
Here I Go Again - 2018 Remaster,Whitesnake (2018 Remaster),Whitesnake,1987,67,6Nd6ntkzr4t8o1FKPGOSMt,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4
Total Eclipse of the Heart,The Very Best of Bonnie Tyler,Bonnie Tyler,2009-03-26,75,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4
Under Pressure - Remastered 2011,Hot Space (2011 Remaster),Queen,1982-05-03,77,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,248440,4
I Want It That Way,The Hits--Chapter One,Backstreet Boys,2001-10-23,70,6e40mgJiCid5HRAGrbpGA6,0.689,0.702,6,-5.642,0,0.0261,0.216,0,0.159,0.484,99.031,213600,4
Gangsta's Paradise,Gangsta's Paradise,Coolio,1995-11-07,28,7lQWRAjyhTpCWFC0jmclT4,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,240693,4
Fantasy,Daydream,Mariah Carey,1995-10-03,74,6xkryXuiZU360Lngd4sx13,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,243493,4
"It Must Have Been Love - From the Film ""Pretty Woman""",It Must Have Been Love,Roxette,1990-05-20,72,6kvoHl80mfCVTv7XnZkjQn,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4
Wannabe,Spice,Spice Girls,1996-01-01,78,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,173027,4
Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997-11-04,75,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,234493,4
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,1999-01-12,77,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
California Love - Original Version,Greatest Hits,2Pac,1998-01-01,59,1JClFT74TYSXlzpagbmj0S,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91e-06,0.36,0.747,91.535,285027,4
My Lovin' (You're Never Gonna Get It),Funky Divas,En Vogue,1992-03-24,63,3R97rNX7JnmshCWBwOSFet,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,281613,4
"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,1997-10-24,73,33LC84JgLvK2KuW43MfaNq,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,280000,1
Hold On,Wilson Phillips,Wilson Phillips,1990-05-08,68,4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,266867,4
Walking on Broken Glass,Diva,Annie Lennox,1992-04-02,66,4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,4
Believe,Believe,Cher,1998,75,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027,4
That Don't Impress Me Much,Come On Over (International Version),Shania Twain,1999-11-09,61,4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10,-4.943,0,0.0507,0.14,0,0.142,0.965,125.005,238707,5
Stop,Spiceworld,Spice Girls,1997-01-01,67,3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446,0,0.0308,0.287,0,0.0561,0.965,130.13,204754,4
MMMBop,Middle Of Nowhere,Hanson,1997-01-01,70,0lnxrQAd9ZxbhBBe7d8FO8,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4
This Kiss,The Hits,Faith Hill,2007,57,0TxXEbxn52XsuAhxb6VFZw,0.48,0.832,11,-5.663,1,0.0426,0.137,0,0.354,0.648,186.875,194907,4
When You're Gone,On A Day Like Today,Bryan Adams,1998-01-01,67,7p9dd71JR2ucoAuO1Sy0VZ,0.546,0.931,0,-6.344,1,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,204893,4
Freedom! '90 - Remastered,Listen Without Prejudice / MTV Unplugged (Deluxe),George Michael,2017-10-20,67,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.0449,0.225,4.04e-05,0.0595,0.93,91.689,390862,4
It's All Coming Back to Me Now,Falling into You,Céline Dion,1996-02-28,74,5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,456867,4
Torn,Glorious: The Singles 97-07,Natalie Imbruglia,2007-09-05,63,3APayTEWiUl9Ssep4BOXR2,0.558,0.928,5,-3.04,1,0.0356,0.0746,5.44e-05,0.696,0.6,96.313,244813,4
Walking in Memphis,It's a Man's World,Cher,1995-11-06,60,60Pwcnt2y9ML9VP4gwrcxm,0.696,0.679,2,-7.363,1,0.0305,0.587,0,0.165,0.527,128.982,235493,4
"Baby, Baby",Heart In Motion,Amy Grant,1991,60,3IDsegNBHC4pjGCOMTQYlU,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,236973,4
Only Wanna Be with You,Cracked Rear View,Hootie & The Blowfish,1994-07-01,69,1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,4
Ironic - 2015 Remaster,Jagged Little Pill (2015 Remaster),Alanis Morissette,1995,69,1d6KS9GH06JAd19uiBy9IE,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,230000,5
Together Again,The Velvet Rope,Janet Jackson,1997-10-07,67,1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4
The King of Wishful Thinking,Indian Summer,Go West,1992-11-14,63,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0,-7.377,1,0.0527,0.033,0,0.0991,0.913,107.885,241760,4
Kiss Me,Greatest Hits,Sixpence None The Richer,2004-10-26,0,4pZ2aqPV39Gw3FuHrWKWnM,0.529,0.741,3,-5.661,1,0.0268,0.116,1.23e-06,0.0736,0.455,100.004,205240,4
The Sign,The Sign,Ace of Base,1993-12-24,69,0hrBpAOgrt8RXigk83LLNE,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,4
C'est La Vie,C'est la Vie: The Collection,B*Witched,1998-03-25,62,0P6CPJrNJ1Zt755CQTWg3S,0.705,0.936,7,-5.109,1,0.0306,0.0978,0.000124,0.0506,0.939,109.004,173693,4
All I Wanna Do,Tuesday Night Music Club,Sheryl Crow,1993-08-03,67,3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4
The Shoop Shoop Song (It's In His Kiss),Love Hurts (UK Mid Price),Cher,1991-01-01,0,1F93GMRPvmWpVP970SzjpH,0.678,0.61,0,-10.509,1,0.0306,0.467,0,0.397,0.919,117.04,170000,4
Waterfalls,Crazysexycool,TLC,1994-11-15,71,6qspW4YKycviDFjHBOaqUY,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507,4
I'd Do Anything For Love (But I Won't Do That) - Single Edit,Bat Out Of Hell II: Back Into Hell,Meat Loaf,1993,61,391CwgcBxvUHmEKda2b5In,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,316467,4
Picture Of You,A Different Beat,Boyzone,1996-10-28,63,2AlVWg58iy4Cx6KqD0XYu2,0.768,0.919,0,-6.066,1,0.0416,0.109,1.14e-06,0.366,0.862,116.649,206040,4
Don't Let the Sun Go Down on Me,Ladies And Gentlemen... The Best Of George Michael,George Michael,1998-11-09,55,0q90594hk25yo0xZmBTqCd,0.433,0.551,0,-8.096,1,0.0289,0.501,1.77e-06,0.473,0.253,136.467,346960,4
Always Be My Baby,Daydream,Mariah Carey,1995-10-03,71,2aBxt229cbLDOvtL7Xbb9x,0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,258133,4
To Be With You - 2010 Remastered Version,Lean Into It [Expanded],Mr. Big,1991-03-26,65,3Mmt6Xk0H6VR92PEp6x3hP,0.688,0.375,4,-9.601,1,0.0535,0.286,0,0.133,0.45,83.635,210480,4
You're Still The One,Come On Over,Shania Twain,1997-11-04,75,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,212200,4
"I'll Be There for You - Theme From ""Friends""",L.P.,The Rembrandts,1995-05-02,66,15tHagkk8z306XkyOHqiip,0.32,0.917,9,-5.903,1,0.0771,0.0717,0,0.169,0.715,190.757,188360,4
Back for Good - Radio Mix,Nobody Else (Deluxe),Take That,1995,0,24fQpRwKFkC3Fe8QtvvrNw,0.601,0.504,5,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,242267,4
Breakfast At Tiffany's,Home,Deep Blue Something,1995-01-01,1,3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,1,0.0287,0.113,0,0.0938,0.526,110.368,257187,4
There She Goes,The La's,The La's,1990,67,4c6vZqYHFur11FbWATIJ9P,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,162187,4
I Love You Always Forever,Now in a Minute,Donna Lewis,1996-04-16,68,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4
The Most Beautiful Girl In the World,The Gold Experience,Prince,1995-09-26,56,0aPaGIX2QIMAH5SMp0VEMe,0.489,0.693,6,-4.952,1,0.0427,0.0182,5.63e-06,0.304,0.453,185.758,265320,4
Black or White - Single Version,The Essential Michael Jackson,Michael Jackson,2005-07-19,61,2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853,4
Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,Backstreet Boys,1997-08-12,74,1di1BEgJYzPvXUuinsYJGP,0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016,225360,4
You Gotta Be,I Ain't Movin',Des'ree,1994-04-27,64,6CU0zWIWVTEnmWpSjVHM93,0.623,0.669,0,-9.985,1,0.0412,0.211,3.2e-06,0.111,0.492,94.028,245200,4
She's so High,Tal Bachman,Tal Bachman,1999-02-23,70,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,224693,4
Moving on Up,The Best Of M People,M People,1998-10-29,62,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,4
Fading Like A Flower (Every Time You Leave),Joyride (2009 Version),Roxette,1991-03-28,0,6aXY8SXfIcDU1FTNqo5fHz,0.609,0.668,0,-5.738,1,0.026,0.195,0,0.219,0.319,105.419,230680,4
Spice Up Your Life,Spiceworld,Spice Girls,1997-01-01,64,5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,4
Life Is A Highway,Mad Mad World (Deluxe),Tom Cochrane,1991-09-19,64,7jIFGkTBIK1UwWaEXMW2Nh,0.683,0.897,5,-3.455,1,0.0465,0.0457,5.18e-06,0.286,0.752,103.051,266080,4
"Baby, I Love Your Way",Unity,Big Mountain,1994-07-19,62,2le9fblYnfoLr9dkZIsJUa,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,249520,4
Sweetest Thing - The Single Mix,The Best Of 1980 - 1990,U2,1998-10-21,0,4AOuWMwBYlZ96c07ye2w27,0.534,0.605,0,-7.096,1,0.0352,0.0941,4.35e-05,0.198,0.558,142.24,183160,4
As Long as You Love Me,Backstreet's Back,Backstreet Boys,1997-08-12,71,3UpS7kBnkVQYG13pDDFTC4,0.804,0.801,0,-4.892,1,0.0305,0.275,3.29e-05,0.215,0.826,98.12,221107,4
